"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79"
"Batch3_Cell1343",1.49097275238167,0.930087955480339,0,0,0,0,2.68534656891039,0,0.930087955480339,0,0,0,0,0,0,0,0,1.49097275238167,0,0,1.49097275238167,0,0,0.930087955480339,0,0,0,0.930087955480339,0,1.89381901280707,0,2.68534656891039,0,0,0,0,0,0,0,0.930087955480339,0,0,0,0,0,0,0,0,0.930087955480339,1.89381901280707,0,0,0,0,0,0,0,0.930087955480339,0,0,0.930087955480339,0,0,0.930087955480339,0,0.930087955480339,0,0,0.930087955480339,0,1.49097275238167,1.89381901280707,0,0,0,0,0,0,0
"Batch3_Cell1344",2.83557081540237,0,0,0,0,0,2.22741798764561,0,0,0,0,0,0,0,1.15552282717342,0,0,0,0,0,0,0,0,1.50664031332729,0,0,0,1.15552282717342,0,0,0,3.51538802461131,0,0,0.690484314922345,0,0,0,0,0,0,0,0,0,0,0,0,0.690484314922345,0,2.56330496261588,0,0,0,0,0,0,0,0.690484314922345,0,0,0.690484314922345,0.690484314922345,0,0,0,0.690484314922345,0,0,0,0,1.50664031332729,0,0,0,0,0,0,0,1.15552282717342
"Batch3_Cell1345",2.81474476147458,0,0,0,0,0,1.40390441737786,0,0,0,0,0,0,0,0.631078683266064,0,0,0,0,0,1.06863300682859,0,0,1.06863300682859,0,0,0,0,0,0,0,3.20646159263144,0,0,0,0,0,0,1.40390441737786,0,0,0,0,0,0,0.631078683266064,0,0,0,3.28976960277206,0.631078683266064,0,0,0,0,0,0,0.631078683266064,0,0,0,0,1.90443114700772,0,0,1.06863300682859,0,0,0,0,1.06863300682859,0,0.631078683266064,0,0,0,0,0,0
"Batch3_Cell1346",3.95291821560149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04319351710332,0,3.04319351710332,0,0,0,0,0,0,0,3.04319351710332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1347",2.15351773404705,0,0,0,1.44602140316764,0,2.15351773404705,0,0.897068643336908,0,0,0,0,0,0.897068643336908,0,0,0,0,0,0,0,0,1.44602140316764,0,0,0,0,0,0,0,2.98152864184887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62612824454206,1.44602140316764,0,0,0,0,0,0,0.897068643336908,1.44602140316764,0,0,0,1.44602140316764,0,0.897068643336908,0,0,0,0,0,0,0,2.40908979847983,0.897068643336908,0,0,0,0,0
"Batch3_Cell1348",2.32882645423796,0,0,0,0.65521640411026,0,1.44602140316764,1.10413824284023,0,0,0,0,0,0,0,0,0,0,0,0,0.65521640411026,0.65521640411026,0,1.10413824284023,0,0,0,0,0,0,0,2.98152864184887,0,0.65521640411026,0,0,0,0,1.72220747575269,0,0,0,0,0,0,0,0,0,0,3.42927942185462,1.10413824284023,0,0,0,0,0,0,1.10413824284023,0.65521640411026,0,0,0,0.65521640411026,0.65521640411026,0,1.44602140316764,0,0,0,0,1.10413824284023,0,0,0,0,0,0,0,0
"Batch3_Cell1349",2.9069389505897,0,0,0,0,0,0,0,0,0,0,0,0,0.947559444184387,0,0,0,0,0,0,1.51460943921759,0,0,2.23708315644162,0.947559444184387,0,0,0,0,0.947559444184387,0,3.70839644196944,0,0,0,0,0.947559444184387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947559444184387,0,0,0,0,0,0,0.947559444184387,0,0,0.947559444184387,0,0,0,0,1.51460943921759,0,0,0,2.23708315644162,0
"Batch3_Cell1350",3.46726811286926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81474476147458,0,0,0,0,0,0,0,0,0,0,2.32882645423796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91493548143999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59071342170826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1351",2.57009921765934,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40390441737786,0,0,0,0,0,1.40390441737786,0,0,0,0,0,0,0,0,0,0,2.92308645596453,0,0,0.866380861279254,0,0,0,2.10176271615091,0,0,0,0,0,0,0,0,0.866380861279254,0,3.44320950396986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866380861279254,0,1.40390441737786,0,0,0,0,2.10176271615091,0,0,0,0,0,0,0,0.866380861279254
"Batch3_Cell1352",2.81474476147458,2.81474476147458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81474476147458,0,0,0,0,0,2.00646817690343,0,2.81474476147458,0,0,0,0,2.00646817690343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00646817690343,0,0,0,0,0,0,0,0,0,0,2.00646817690343,0,0,0,0,0,0,0,0
"Batch3_Cell1353",0,0,0,0,0,0,2.20838260639131,0,0,0,0,0,0,0,2.20838260639131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04319351710332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04319351710332,3.04319351710332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20838260639131,0,0,0,0,2.20838260639131,0,0,0,0,0,0,0,0
"Batch3_Cell1354",1.86150605152758,0,0,0,0,0,3.04319351710332,0,0.729850325977063,0,0,0,0,0,0,0,0,0.729850325977063,0,0,0,0,0,0.729850325977063,0,0,0,0,0.729850325977063,0.729850325977063,0,3.2570213782032,0,0,0.729850325977063,0.729850325977063,0,0,0,0.729850325977063,0,0,0,0,0,0,0,0,0,0,1.21221697714875,0.729850325977063,0,0,0,0,0,0.729850325977063,0.729850325977063,0.729850325977063,1.21221697714875,0,0,0,0,0.729850325977063,0,1.21221697714875,2.10176271615091,0,1.21221697714875,0.729850325977063,0,0,0,0,0,0,0
"Batch3_Cell1355",0,0,0,0,0,0,2.62612824454206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62612824454206,0,0,0,0,0,0,0,4.04622984303264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50428210565734
"Batch3_Cell1356",2.20838260639131,0,0,0,0,0,3.04319351710332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14221052642746,0,0,0,0,0,0,3.41379936209916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14221052642746,1.77162324396642,1.14221052642746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20838260639131,0,0,1.77162324396642,2.20838260639131,0,0,0,0,0,0,0
"Batch3_Cell1357",2.41842808847962,1.29197329023169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7643694702036,0,0,0,0,0,0,0,0,0,0,3.27675937984319,0,0,1.96245829480389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27675937984319,1.29197329023169,0,0,0,0,0,0,0,1.29197329023169,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29197329023169,0,0,0,0,0,0
"Batch3_Cell1358",2.10176271615091,0,0,0,0,0,2.10176271615091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10176271615091,0,0,0,0,0,0,0,3.98326799333951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57009921765934,2.10176271615091,0,0,0,0,0,0,1.40390441737786,0,0,0,0,0,0,0,1.40390441737786,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1359",2.50960109430235,1.59071342170826,0,0,0,0,1.227323184393,0.740418896968281,0,0,0,0,0,0,0.740418896968281,0,0,0,0,0,0,0,0,0.740418896968281,0,0,0,0,0,0,0,3.37701988205265,0,0,0,0,0.740418896968281,0,0.740418896968281,0,0,0,0,0,0,0,0,0,0,3.17758781301099,1.227323184393,0,0,0,0,0,0,0,1.227323184393,0,0,0,0,0,0,1.227323184393,0,0,0,0,0.740418896968281,0,1.227323184393,0,0,0,0,0,1.227323184393
"Batch3_Cell1360",3.2261179109235,0,1.92060658872555,0,0,0,1.92060658872555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71625433780258,0,0,1.92060658872555,0,0,0,0,3.2261179109235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71625433780258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1361",1.77162324396642,0,0,0,0,0,3.04319351710332,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54318854673389,0,0,0,0,0,0,0,0,0,0,3.04319351710332,0,0,0,0,0,0,1.77162324396642,0,0,0,0,0,0,0,0,0,0,3.04319351710332,2.54318854673389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1362",2.57009921765934,0,0,0,0,0,0.866380861279254,0,0,0.866380861279254,0,0,0,0,0.866380861279254,0,0,0,0,0,1.40390441737786,0,0,1.40390441737786,0,0,0,0,0,0.866380861279254,0,3.54844761460681,0,0,0,0,0,0,0.866380861279254,0,0,0,0,0,0,0,0,0,0,2.10176271615091,0.866380861279254,0,0,0,0,0,0,0,1.40390441737786,0,0,0,0,0,0,2.10176271615091,0,0,0,0,1.79462436335761,0,0.866380861279254,0.866380861279254,0,0,0,0,0
"Batch3_Cell1363",2.81474476147458,1.00431533848593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00431533848593,0,0,2.00646817690343,0,0,0,0,0,0,0,3.46726811286926,0,0,1.59071342170826,0,0,0,1.00431533848593,0,0,0,0,0,0,0,0,0,0,2.32882645423796,2.81474476147458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00431533848593,0,0,0,0,0,0,1.00431533848593,0,0,0,0,0,0
"Batch3_Cell1364",2.84967974244025,0,0,0,0,0,1.61798852938952,0,0,0,0,0,0,0,1.61798852938952,0,0,0,0,0,1.02484012837445,1.02484012837445,0,0,0,0,0,0,0,0,0,3.74596943754807,0,0,0,0,0,0,1.02484012837445,0,0,0,0,0,0,0,0,0,0,2.0371016267921,0,0,0,0,0,0,0,1.02484012837445,0,0,0,0,1.02484012837445,1.02484012837445,0,2.3614695654877,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1365",1.80637913910469,0,0,0,0,0,2.24684897809286,0,0,0,1.1691661161882,0,0,0,1.80637913910469,0,0,0,0,0,1.1691661161882,0,0,1.1691661161882,0,0,0,0,0,0,0,3.45818959847865,0,0,0,0,0,0,1.80637913910469,0,0,0,0,0,0,0,0,0,0,2.24684897809286,0,0,0,0,0,0,0,0,1.1691661161882,0,0,0,1.80637913910469,0,0,1.80637913910469,0,0,0,0,0,0,0,0,0,0,0,0,1.1691661161882
"Batch3_Cell1366",2.39524627163592,0,0,0,0,0,0,2.39524627163592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64631682219702,0,0,0,0,0,0,0,2.88577024918688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25116431657879,2.39524627163592,0,0,0,0,0,0,0,0,0,0,0,1.64631682219702,0,0,2.39524627163592,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1367",2.20838260639131,0,0,0,0,0,3.04319351710332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20838260639131,3.32968643450836,1.49097275238167,0,0,1.49097275238167,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49097275238167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68534656891039,0,0,0,0,0,0,1.49097275238167,0,0,0,0,0,0
"Batch3_Cell1368",1.70641137123912,0.646964534028714,0,0,0,0,0,0.646964534028714,0,1.09203162164839,0,0,0,0,1.09203162164839,0,0,0,0,0,1.43168194674708,0,0,1.09203162164839,0,0,0,0,0,0,0,2.96170503112183,0.646964534028714,0,0.646964534028714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92093659980019,1.43168194674708,0,0,0,0,0,0,0.646964534028714,0.646964534028714,0,0,0,1.09203162164839,0,0,0.646964534028714,0,0,0,0,0.646964534028714,0,0,0,0,0,0,0,0.646964534028714
"Batch3_Cell1369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43926925964783,0,0,0,0,0,0,0,0,2.62612824454206,0,0,0,0,0,0,2.62612824454206,0,0,0,0,0,0,0,0,0,0,0,0,2.62612824454206
"Batch3_Cell1370",2.96170503112183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70641137123912,0,0,4.2560930332864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70641137123912,0,0,0,0,0,0,0,0,0,1.70641137123912,0,0,0,0,0,0,0,0,0,0,1.70641137123912,0,1.70641137123912,0,0,0,0,0,0,0,0
"Batch3_Cell1371",2.86342025960597,0,0,0,0.56839778477214,0,0.975081053595859,0,0,0,0,0,0,0,0.56839778477214,0,0,0.56839778477214,0,0,1.55164066501924,0,0,1.55164066501924,0,0,0,0,0,0,0,3.12532263492741,0,0,0,0,0,0,1.55164066501924,0,0,0,0,0,0,0.56839778477214,0.56839778477214,0,0,3.34690591886038,0,0,0,0,0,0,0,0,1.29197329023169,0,0,0,0.56839778477214,0,0,0.975081053595859,0,0,0,0,0.975081053595859,0,0,0,0,0,0,0,0
"Batch3_Cell1372",1.40390441737786,0,0,0,0,0,2.10176271615091,0,1.40390441737786,0,0,0,0,0,0,0,0,0,0,1.40390441737786,1.40390441737786,0,0,2.10176271615091,0,0,0,0,0,0,0,3.20646159263144,0,0,0,0,0,0,1.40390441737786,0,0,0,0,0,0,0,0,0,0,3.44320950396986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40390441737786,0,1.40390441737786,0,0,0,0,0,0
"Batch3_Cell1373",2.72978140797285,0,0,0,1.38382097867722,0,2.54318854673389,0,0,0,0,0,0,0,0,0.851833399919342,0,0,0,0.851833399919342,0,0,0,1.38382097867722,0,0,0,0,0,0,0,3.61672260616525,0,0,0,0,0,0,0.851833399919342,0,0,0,0,0,0,0,0,1.38382097867722,0,0.851833399919342,1.77162324396642,0,0,0,0,0,0,0,1.38382097867722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851833399919342,0,0,0,0,0,1.38382097867722
"Batch3_Cell1374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32882645423796,0,0,0,0,0,0,0,0,2.32882645423796,0,0,0,0,0,0,0,2.32882645423796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70839644196944,0,0,0,0,0,0,0,0,0,0,0,0,2.32882645423796,0,0,2.32882645423796,0,0,0,0,0,0,2.32882645423796,0,0,0,0,0,0
"Batch3_Cell1375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10176271615091,0,0,0,0,0,0,0,3.44320950396986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12612009795519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10176271615091,0,0,0,0,0,0,2.10176271615091,0,0,0,0,0,0
"Batch3_Cell1376",2.81474476147458,0,0,0,0,0,1.32710495428322,0,0,0,0,0,0,0,1.32710495428322,0,0,1.32710495428322,0,0,1.32710495428322,0,0,0,0,0,0,0,0,1.32710495428322,0,3.32968643450836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00646817690343,0,0,3.09506945689215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32710495428322,0,0,0,0,1.32710495428322,0,0,0
"Batch3_Cell1377",3.15406536702826,0,0,0,0.729850325977063,0,0.729850325977063,0,0,0,0,0,0,0,1.21221697714875,0,0,0,0,0,0.729850325977063,0.729850325977063,0,1.57308414976724,0,0,0,0,0,0.729850325977063,0,3.44320950396986,0,0,1.21221697714875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86150605152758,0,0,0,0.729850325977063,0,0,0,0.729850325977063,0,0,0,0,0,0,0,0,0,0,0,0,2.10176271615091,0,1.86150605152758,0,0,0,0,0,0.729850325977063
"Batch3_Cell1378",2.88577024918688,0,0,0,1.04625862009869,0,1.64631682219702,0,0,0,0,0,0,0,1.04625862009869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99207423023902,0,0,0,0,0,0,1.04625862009869,0,0,0,0,0,0,0,0,0,0,1.64631682219702,1.64631682219702,0,0,0,0,0,0,1.64631682219702,0,0,0,0,0,0,0,1.64631682219702,0,0,0,0,0,0,1.04625862009869,0,0,0,0,0,0
"Batch3_Cell1379",2.18054180614776,0,0,0,0,0,1.46812389740527,0,0,1.46812389740527,0,0,0,0.913270049311975,0,0,0,0,0,0,1.46812389740527,0.913270049311975,0,1.86786810941593,0,0,0,0,0,0.913270049311975,0,3.29764546577751,0,0,0,0,0,0,1.46812389740527,0,0,0,0,0,0,0.913270049311975,0,0,0.913270049311975,2.65531897325812,0.913270049311975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913270049311975,1.86786810941593,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1380",2.68534656891039,0,0,0,0,0,1.49097275238167,0,0,0,0,0,0,0,1.77162324396642,0,0,0,0,0,0,0,0,2.00646817690343,0,0,0,0,0,0.681309618488213,0,3.14514462351544,0,0.681309618488213,0,0,0,0,2.20838260639131,0,0,0,0,0,0,0,0,0,0,2.54318854673389,0,0,0,0,0,0,0,0,1.14221052642746,0,0,0,0,1.14221052642746,0,0.681309618488213,0,0,0,0,1.14221052642746,0,0.681309618488213,0,0,0,0,0,1.14221052642746
"Batch3_Cell1381",3.32968643450836,0,0,0,0,0,1.84271127356837,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62612824454206,0,0,1.84271127356837,0,0,0,0,0,1.19749892728308,0,3.32968643450836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28695567550086,1.19749892728308,0,0,0,0,0,0,0,0,0,0,0,0,1.19749892728308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1382",2.10176271615091,1.06863300682859,0,0,0,0,2.10176271615091,0,1.06863300682859,0,0,0,0,0,1.06863300682859,0,0,0,0,1.06863300682859,1.67576629494552,0,0,0,0,0,1.06863300682859,0,0,0,0,2.92308645596453,0,1.06863300682859,0,0,0,0,1.67576629494552,0,0,0,0,0,0,0,1.06863300682859,0,0,2.69760152041647,0,0,0,0,0,0,0,0,1.06863300682859,0,0,0,1.06863300682859,0,0,1.06863300682859,0,0,0,0,0,0,1.67576629494552,0,0,0,0,0,0
"Batch3_Cell1383",2.20838260639131,0,0,0,0,0,0,2.20838260639131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04319351710332,0,0,0,0,4.2560930332864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20838260639131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1384",2.98152864184887,0,0,0,0,0,1.44602140316764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62612824454206,0,0,0,1.44602140316764,0,0,0,3.50428210565734,0,0,1.44602140316764,0,0,0,0,0,0,0,0,0,0,0,1.44602140316764,0,0,2.15351773404705,1.44602140316764,0,0,0,0,0,0,0,0,0,0,0,1.44602140316764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1385",2.78926290407628,0.798337273094579,0,0,0,0,1.98418193081468,0,0,1.68584459997959,0,0,0,0,0.798337273094579,0,0,0,0,0,0.798337273094579,0.798337273094579,0,1.68584459997959,0,0,0,0,0,0.798337273094579,0,2.78926290407628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23127209058466,0.798337273094579,0,0,0.798337273094579,0,0,0,0.798337273094579,0,0,0,0,0,1.30928754463082,0,2.23127209058466,0,0.798337273094579,0,0,0,0.798337273094579,0.798337273094579,0,0,0,0,0,0
"Batch3_Cell1386",3.70839644196944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81474476147458,0,0,0,0,0,0,0,0,0,0,0,3.70839644196944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81474476147458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1387",2.46648637617125,1.32710495428322,0,0,1.32710495428322,0,2.00646817690343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32710495428322,0,1.32710495428322,0,0,0,1.32710495428322,0,0,0,3.70839644196944,0,0,0,0,1.32710495428322,0,0,0,0,0,0,0,0,2.00646817690343,0,0,0,2.00646817690343,1.32710495428322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1388",2.71625433780258,0,0,0,0,0,0,0,2.71625433780258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92060658872555,0,0,0,0,0,0,0,4.14689403278697,0,0,0,0,1.92060658872555,0,0,0,0,0,0,0,0,0,0,0,0,1.92060658872555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1389",3.17758781301099,0,0,0,0,0,2.32882645423796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32882645423796,0,0,0,0,0,0,0,4.09557514144922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32882645423796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1390",2.70585114232957,0.690484314922345,0,0,1.50664031332729,0,1.50664031332729,0,0,0,0,0,0.690484314922345,0,1.15552282717342,0,0,0,0,0,0.690484314922345,0,0,1.15552282717342,0,0,0,0,0,0,0,3.3515404003792,0.690484314922345,0.690484314922345,1.15552282717342,0,0,0,0.690484314922345,0,0,0,0,0,0,0,0,0,0,2.95458291984474,1.50664031332729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50664031332729,0,0,0,0,0,0
"Batch3_Cell1391",0.930087955480339,0.930087955480339,0,0,0,0,1.49097275238167,0,0,1.49097275238167,0,0,0,0,0.930087955480339,0,0,0,0,0,0,0,0,1.49097275238167,0,0,0,0,0,0,0,3.45408555415013,0,0,0,0,0,0,0.930087955480339,0,0,0,0,0,0,0,0,0,0.930087955480339,3.04319351710332,1.49097275238167,0,0,0,0,0,0,1.49097275238167,0.930087955480339,0,0,0,1.49097275238167,0,0.930087955480339,0,0,0,0,0,0.930087955480339,0,0.930087955480339,0,0,0,0,0,0
"Batch3_Cell1392",3.35311694058344,0,0,0,0,0,1.57308414976724,0,0,0.729850325977063,0,0,0,0.729850325977063,0,0,0,0,0,0,1.21221697714875,0.729850325977063,0,1.21221697714875,0,0,0,0,0,1.21221697714875,0,3.89023338438517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729850325977063,0,0,1.57308414976724,0.729850325977063,0,0,0,0,0,0,0,0,0,0,0,0.729850325977063,0,0.729850325977063,0.729850325977063,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1393",2.00646817690343,0,0,0,0,0,2.81474476147458,0,0,0,2.00646817690343,2.00646817690343,0,0,2.00646817690343,0,0,0,0,0,0,0,0,2.00646817690343,0,0,0,0,0,0,0,2.81474476147458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81474476147458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00646817690343,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1394",2.10176271615091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10176271615091,0,0,0,0,0,0,0,4.37531825789781,0,0,0,0,2.10176271615091,0,0,0,0,0,2.10176271615091,0,0,0,0,0,0,2.10176271615091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch3_Cell1395",2.20838260639131,0,0,0,0,0,1.77162324396642,0,1.14221052642746,1.14221052642746,0,0,0,0,1.77162324396642,0,0,0,0,0,0,0,0,1.77162324396642,0,0,1.14221052642746,0,0,0,0,3.24036421936712,0,0,0,0,0,0,1.14221052642746,0,0,0,0,0,0,1.14221052642746,0,1.14221052642746,0,2.54318854673389,0,0,0,0,0,0,0,1.14221052642746,1.14221052642746,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77162324396642,0,0,0,0,0,0
"Batch3_Cell1396",2.46648637617125,0,0,0,0,0,2.68534656891039,0,0,0,0,0,0,0,0.930087955480339,0,0,0,0,1.49097275238167,0,0,0,0,0,0,0,0,0,0,0,3.04319351710332,0,0,0,0,0,0,1.49097275238167,0,0,0,0,0,0,0.930087955480339,0,0,0,2.87533678845371,2.46648637617125,0,0,0,0,0,0,0,0,0,0,0,0.930087955480339,0,0,0.930087955480339,0,0,0,0,0,0,0,0,0,0,0,0,0.930087955480339
"Batch3_Cell1397",3.04319351710332,1.77162324396642,0,0,0,0,2.54318854673389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54318854673389,0,0,0,0,0,0,0,2.54318854673389,0,0,0,0,1.77162324396642,0,0,1.77162324396642,0,0,0,0,0,0,0,2.54318854673389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77162324396642,0,0,0,0,0,0,0,0
"Batch3_Cell1398",2.92308645596453,0,0,0,0,0,2.92308645596453,0,0.866380861279254,0,0,0.866380861279254,0,0,0.866380861279254,0,0,0,0,0,0,0.866380861279254,0,0.866380861279254,0,0,0,0,0,0,0.866380861279254,3.54844761460681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40390441737786,1.79462436335761,0,0,0,0,0,0,0,1.40390441737786,0,0,0,0,0,0,0,0,0,0,0,0.866380861279254,0,0,0.866380861279254,0,0,0,0,0
"Batch3_Cell1399",3.12532263492741,0,0,0,0.975081053595859,0,2.13097392571068,0.975081053595859,0,0,0,0,0,0,0.975081053595859,0,0,0.56839778477214,0,0,0,0,0,1.77162324396642,0,0,0,0,0,0,0,3.34690591886038,0.56839778477214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04319351710332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56839778477214,0,0.56839778477214,0,0,0,0,0,0,0,1.29197329023169
